activity_year,state_code,county_code,action_taken,aus_1,loan_purpose,applicant_sex,occupancy_type,construction_method,census_tract,debt_to_income_ratio,loan_to_value_ratio,income,loan_amount,total_units,applicant_age,intro_rate_period
2018,IL,Coles,Loan originated,Technology Open to Approved Lenders (TOTAL) Scorecard,Cash-out refinancing,information not provided by applicant,Principal residence,Site-built,17029001000,0.325,1399,60000,105000,1,50,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019001201,0.325,4,41000,125000,1,60,NA
2018,IL,Coles,Application denied,Technology Open to Approved Lenders (TOTAL) Scorecard,Cash-out refinancing,Male,Principal residence,Site-built,17029000500,0.325,1399,39000,95000,1,40,NA
2018,IL,Missing,Application denied,Technology Open to Approved Lenders (TOTAL) Scorecard,Cash-out refinancing,Male,Principal residence,Site-built,17019010800,0.38,1311,29000,105000,1,50,NA
2018,IL,Coles,Application denied,Desktop Underwriter (DU),Refinancing,Female,Principal residence,Site-built,17029001000,0.25,793,67000,95000,1,60,NA
2018,IL,Cumberland,Loan originated,Desktop Underwriter (DU),Cash-out refinancing,Male,Principal residence,Site-built,17035972500,0.38,241,25000,85000,1,50,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Cash-out refinancing,Male,Principal residence,Site-built,17019010603,0.42,607,77000,175000,1,60,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019010900,0.45,226,87000,225000,1,30,NA
2018,IL,Missing,Loan originated,Technology Open to Approved Lenders (TOTAL) Scorecard,Refinancing,Male,Principal residence,Site-built,17019011000,0.43,1672,39000,125000,1,30,NA
2018,IL,Cumberland,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17035972600,0.325,4,44000,85000,1,50,NA
2018,IL,Missing,Loan originated,Loan Propspector (LP) or Loan Product Advisor,Home purchase,Female,Principal residence,Site-built,17019000500,0.325,1264,149000,215000,1,40,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Female,Principal residence,Site-built,17019010400,0.4,1580,31000,105000,1,30,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019010603,0.325,860,68000,155000,1,40,NA
2018,IL,Coles,Loan originated,Desktop Underwriter (DU),Refinancing,Female,Principal residence,Site-built,17029001100,0.325,1138,59000,65000,1,60,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Refinancing,Female,Principal residence,Site-built,17019001206,0.55,1315,187000,205000,1,50,NA
2018,IL,Missing,Application denied,Not applicable,Cash-out refinancing,Female,Principal residence,Site-built,17019010900,0.7000000000000001,191,22000,125000,1,70,NA
2018,IL,Missing,Application denied,Not applicable,Refinancing,information not provided by applicant,Principal residence,Site-built,17019010900,0.7000000000000001,949,44000,135000,1,50,NA
2018,IL,Missing,Application denied,Technology Open to Approved Lenders (TOTAL) Scorecard,Refinancing,Male,Principal residence,Site-built,17019010900,0.55,1275,49000,165000,1,70,NA
2018,IL,Missing,Application denied,Technology Open to Approved Lenders (TOTAL) Scorecard,Refinancing,Male,Principal residence,Site-built,17019010204,0.36,1445,48000,105000,1,70,NA
2018,IL,Missing,Application denied,Technology Open to Approved Lenders (TOTAL) Scorecard,Refinancing,Male,Principal residence,Site-built,17019010900,0.55,1406,52000,165000,1,70,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019001204,0.25,1264,112000,205000,1,40,NA
2018,IL,Missing,Loan originated,Not applicable,Refinancing,Female,Principal residence,Site-built,17019001302,0.42,1451,65000,25000,1,60,1
2018,IL,Missing,Loan originated,Not applicable,Home improvement,Female,Principal residence,Site-built,17019005600,0.42,1560,85000,5000,2,40,1
2018,IL,Missing,Loan originated,Not applicable,Home purchase,Male,Principal residence,Site-built,17019001301,0.45,1397,185000,75000,1,60,1
2018,IL,Missing,Loan originated,Not applicable,Refinancing,Female,Principal residence,Site-built,17019000500,0.4,1575,87000,25000,1,40,1
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,information not provided by applicant,Principal residence,Site-built,17019001203,0.25,1051,44000,75000,1,30,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,information not provided by applicant,Principal residence,Site-built,17019010603,0.325,1580,144000,415000,1,30,120
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019001205,0.37,1580,109000,225000,1,30,120
2018,IL,Missing,Loan originated,Not applicable,Home purchase,Female,Principal residence,Site-built,17019010603,0.25,4,350000,315000,1,30,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019000500,0.25,1693,77000,155000,1,30,NA
2018,IL,Missing,Loan originated,Other,Other purpose,Male,Principal residence,Site-built,17019005402,0.39,1108,109000,75000,1,60,1
2018,IL,Missing,Loan originated,Other,Other purpose,Male,Principal residence,Site-built,17019001000,0.325,1231,58000,155000,1,40,1
2018,IL,Missing,Loan originated,Other,Home improvement,Male,Principal residence,Site-built,17019001203,0.37,1832,62000,25000,1,50,1
2018,IL,Missing,Loan originated,Other,Other purpose,Male,Principal residence,Site-built,17019005800,0.43,1264,108000,155000,1,40,1
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019001204,0.1,897,452000,455000,1,50,60
2018,IL,Missing,Loan originated,Loan Propspector (LP) or Loan Product Advisor,Home purchase,information not provided by applicant,Investment property,Site-built,17019000500,0.55,1264,166000,145000,1,60,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Cash-out refinancing,Male,Principal residence,Site-built,17019010604,0.48,593,58000,135000,1,70,NA
2018,IL,Missing,Loan originated,Not applicable,Other purpose,Female,Principal residence,Site-built,17019001204,0.42,382,52000,115000,1,60,1
2018,IL,Missing,Loan originated,Not applicable,Cash-out refinancing,Female,Principal residence,Site-built,17019001100,0.25,280,100000,55000,1,60,1
2018,IL,Missing,Application denied,Not applicable,Other purpose,Male,Principal residence,Site-built,17019001100,0.43,1250,52000,15000,1,30,1
2018,IL,Missing,Application denied,Not applicable,Cash-out refinancing,information not provided by applicant,Principal residence,Site-built,17019001201,0.25,620,70000,25000,1,60,1
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Female,Principal residence,Site-built,17019001302,0.25,614,49000,55000,1,60,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019005500,0.55,1833,154000,315000,1,30,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019000800,0.25,4,74000,195000,1,60,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019001203,0.325,631,48000,105000,1,40,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,information not provided by applicant,Principal residence,Site-built,17019010900,0.325,4,93000,135000,1,30,NA
2018,IL,Coles,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17029000100,0.38,1805,64000,85000,1,30,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Female,Principal residence,Site-built,17019010700,0.4,4,102000,125000,1,30,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019001201,0.41000000000000003,4,61000,145000,1,30,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019000500,0.25,803,93000,195000,1,50,NA
2018,IL,Cumberland,Application denied,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17035972400,0.37,61,29000,75000,1,30,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019001100,0.25,1662,94000,185000,1,40,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019005500,0.55,4,95000,305000,1,50,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019005701,0.48,1264,40000,125000,1,30,NA
2018,IL,Missing,Application denied,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019005800,0.325,1693,46000,155000,1,30,64
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019011000,0.25,4,62000,145000,1,30,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019010800,0.325,4,154000,165000,1,50,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019000500,0.41000000000000003,4,95000,195000,2,50,NA
2018,IL,Cumberland,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17035972600,0.49,4,74000,195000,1,50,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019001203,0.55,4,102000,165000,1,40,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,information not provided by applicant,Principal residence,Site-built,17019005701,0.41000000000000003,4,43000,135000,1,30,63
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019005402,0.47000000000000003,1693,56000,155000,1,40,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Female,Principal residence,Site-built,17019001100,0.42,1222,175000,175000,1,60,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Female,Second residence,Site-built,17019000902,0.41000000000000003,1580,311000,175000,1,50,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019010603,0.25,772,62000,105000,1,40,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Female,Principal residence,Site-built,17019001000,0.38,4,61000,155000,1,40,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019001204,0.36,1214,198000,235000,1,40,NA
2018,IL,Coles,Application denied,Not applicable,Not applicable,Male,Principal residence,Site-built,17029000100,0.46,1347,66000,95000,1,30,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019001203,0.25,1474,117000,155000,1,30,NA
2018,IL,Missing,Loan originated,Not applicable,Home purchase,Male,Principal residence,Site-built,17019010700,0.25,1848,59000,155000,1,50,NA
2018,IL,Missing,Loan originated,Not applicable,Home purchase,Male,Principal residence,Site-built,17019001205,0.42,4,50000,205000,1,70,NA
2018,IL,Missing,Loan originated,Not applicable,Cash-out refinancing,Female,Principal residence,Site-built,17019005401,0.41000000000000003,416,43000,55000,1,70,1
2018,IL,Missing,Application denied,Not applicable,Cash-out refinancing,Male,Principal residence,Site-built,17019000800,0.325,76,34000,55000,1,60,1
2018,IL,Missing,Application denied,Not applicable,Cash-out refinancing,Female,Principal residence,Site-built,17019010603,0.7000000000000001,586,20000,35000,1,70,1
2018,IL,Missing,Application denied,Not applicable,Home improvement,Female,Principal residence,Site-built,17019000800,0.42,97,57000,15000,1,70,1
2018,IL,Missing,Application denied,Not applicable,Home improvement,Male,Principal residence,Site-built,17019010800,0.55,918,58000,55000,1,40,1
2018,IL,Missing,Loan originated,Not applicable,Home improvement,Female,Principal residence,Site-built,17019005600,0.325,579,37000,15000,1,60,1
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019010900,0.39,1693,109000,225000,1,40,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Female,Principal residence,Site-built,17019001400,0.25,1693,91000,125000,1,30,NA
2018,IL,Missing,Loan originated,Not applicable,Cash-out refinancing,Male,Principal residence,Site-built,17019005702,0.1,438,322000,105000,1,60,1
2018,IL,Missing,Loan originated,Not applicable,Cash-out refinancing,Female,Principal residence,Site-built,17019010601,0.25,304,49000,55000,1,70,1
2018,IL,Missing,Loan originated,Not applicable,Home improvement,Male,Principal residence,Site-built,17019010800,0.42,1219,58000,45000,1,50,1
2018,IL,Cumberland,Loan originated,Not applicable,Cash-out refinancing,Female,Principal residence,Site-built,17035972500,0.325,995,139000,65000,1,60,1
2018,IL,Missing,Application denied,Not applicable,Home improvement,Male,Principal residence,Site-built,17019010800,0.7000000000000001,636,76000,75000,1,60,1
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Female,Principal residence,Site-built,17019005500,0.46,1580,153000,195000,1,50,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Female,Principal residence,Site-built,17019005702,0.47000000000000003,1587,352000,455000,1,50,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Home purchase,Male,Principal residence,Site-built,17019005401,0.25,1580,92000,175000,1,30,NA
2018,IL,Missing,Loan originated,Loan Propspector (LP) or Loan Product Advisor,Home purchase,Female,Principal residence,Site-built,17019010800,0.4,1751,56000,115000,1,30,NA
2018,IL,Missing,Loan originated,Loan Propspector (LP) or Loan Product Advisor,Home purchase,Female,Principal residence,Site-built,17019001205,0.325,1399,74000,175000,1,40,NA
2018,IL,Missing,Application denied,Desktop Underwriter (DU),Cash-out refinancing,information not provided by applicant,Principal residence,Site-built,17019001205,0.325,1596,75000,165000,1,50,NA
2018,IL,Missing,Loan originated,Desktop Underwriter (DU),Cash-out refinancing,Female,Principal residence,Site-built,17019001203,0.36,1399,81000,125000,1,70,NA
2018,IL,Missing,Loan originated,Not applicable,Home purchase,Male,Principal residence,Site-built,17019001000,0.25,860,113000,115000,1,40,60
2018,IL,Missing,Loan originated,Loan Propspector (LP) or Loan Product Advisor,Home improvement,Male,Principal residence,Site-built,17019010601,0.49,1058,70000,265000,1,60,NA
2018,IL,Missing,Loan originated,Loan Propspector (LP) or Loan Product Advisor,Home purchase,Male,Principal residence,Site-built,17019010700,0.4,1693,63000,205000,1,30,NA
2018,IL,Missing,Loan originated,Loan Propspector (LP) or Loan Product Advisor,Home purchase,Male,Principal residence,Site-built,17019001205,0.49,1580,63000,285000,1,30,NA
2018,IL,Coles,Loan originated,Technology Open to Approved Lenders (TOTAL) Scorecard,Home purchase,Female,Principal residence,Site-built,17029001100,0.55,1733,49000,85000,1,30,NA
2018,IL,Coles,Loan originated,Guaranteed Underwriting System,Home purchase,Male,Principal residence,Site-built,17029001100,0.325,36,50000,105000,1,40,NA
2018,IL,Cumberland,Application denied,Desktop Underwriter (DU),Cash-out refinancing,Male,Principal residence,Site-built,17035972400,0.7000000000000001,4,73000,315000,1,40,NA
2018,IL,Missing,Loan originated,Technology Open to Approved Lenders (TOTAL) Scorecard,Home purchase,Male,Principal residence,Site-built,17019010603,0.45,1729,43000,155000,1,30,NA
2018,IL,Missing,Loan originated,Technology Open to Approved Lenders (TOTAL) Scorecard,Cash-out refinancing,Female,Principal residence,Site-built,17019010700,0.44,1399,141000,275000,1,50,NA
